,rank,sum_expose,sum_click,ctr
1368,1625,198,0,0.0
1033,1626,198,0,0.0
646,1627,198,0,0.0
57,1628,198,1,0.005050505050505001
998,1629,198,1,0.005050505050505001
559,1630,198,0,0.0
1065,1631,198,1,0.005050505050505001
651,1632,198,0,0.0
161,1633,198,0,0.0
915,1634,198,0,0.0
471,1635,198,0,0.0
1846,1636,198,0,0.0
1648,1637,198,1,0.005050505050505001
1474,1638,198,0,0.0
238,1639,198,0,0.0
1219,1640,198,0,0.0
325,1641,199,0,0.0
1248,1642,199,0,0.0
1007,1643,183,0,0.0
767,1644,182,1,0.0054945054945050005
147,1645,182,1,0.0054945054945050005
934,1646,182,0,0.0
439,1647,182,0,0.0
1862,1648,182,0,0.0
1728,1649,182,0,0.0
1489,1650,182,0,0.0
935,1651,182,1,0.0054945054945050005
440,1652,182,0,0.0
1863,1653,182,0,0.0
1729,1654,182,1,0.0054945054945050005
1490,1655,182,0,0.0
326,1656,182,0,0.0
1249,1657,182,0,0.0
1008,1658,182,0,0.0
768,1659,182,0,0.0
148,1660,182,1,0.0054945054945050005
1491,1661,183,0,0.0
327,1662,183,0,0.0
1250,1663,177,0,0.0
1009,1664,177,0,0.0
769,1665,177,0,0.0
149,1666,177,0,0.0
936,1667,177,0,0.0
441,1668,177,0,0.0
1864,1669,177,0,0.0
1730,1670,177,0,0.0
156,1671,177,0,0.0
995,1672,177,0,0.0
556,1673,177,0,0.0
1827,1674,177,0,0.0
1785,1675,177,0,0.0
1510,1676,177,0,0.0
258,1677,177,1,0.005649717514124001
1364,1678,177,1,0.005649717514124001
1046,1679,177,1,0.005649717514124001
671,1680,177,1,0.005649717514124001
1113,1681,176,0,0.0
615,1682,176,0,0.0
82,1683,173,0,0.0
990,1684,173,0,0.0
597,1685,173,0,0.0
1855,1686,173,0,0.0
1781,1687,173,0,0.0
1407,1688,173,1,0.005780346820809
216,1689,173,1,0.005780346820809
1305,1690,173,0,0.0
1608,1691,173,0,0.0
1484,1692,173,0,0.0
355,1693,173,2,0.011560693641618
1324,1694,173,0,0.0
1043,1695,173,1,0.005780346820809
763,1696,173,0,0.0
97,1697,173,1,0.005780346820809
930,1698,173,0,0.0
507,1699,173,1,0.005780346820809
1994,1700,173,0,0.0
1306,1701,173,1,0.005780346820809
1114,1702,173,0,0.0
616,1703,170,0,0.0
83,1704,170,0,0.0
991,1705,170,0,0.0
598,1706,168,0,0.0
1856,1707,168,1,0.0059523809523800006
1782,1708,168,0,0.0
1408,1709,168,0,0.0
217,1710,168,0,0.0
1891,1711,168,1,0.0059523809523800006
1633,1712,168,0,0.0
1542,1713,168,1,0.0059523809523800006
374,1714,168,0,0.0
1380,1715,168,0,0.0
1196,1716,168,0,0.0
782,1717,168,0,0.0
196,1718,168,1,0.0059523809523800006
848,1719,168,0,0.0
449,1720,168,0,0.0
116,1721,167,0,0.0
885,1722,167,0,0.0
407,1723,161,1,0.006211180124223
1942,1724,161,0,0.0
1733,1725,161,0,0.0
1534,1726,161,0,0.0
272,1727,161,0,0.0
1310,1728,161,0,0.0
1110,1729,161,0,0.0
760,1730,161,0,0.0
276,1731,161,0,0.0
1356,1732,161,0,0.0
1117,1733,161,0,0.0
793,1734,161,0,0.0
182,1735,161,0,0.0
958,1736,161,0,0.0
429,1737,161,0,0.0
1946,1738,161,0,0.0
1682,1739,161,2,0.012422360248447001
1517,1740,161,1,0.006211180124223
758,1741,160,0,0.0
28,1742,160,0,0.0
976,1743,158,0,0.0
553,1744,158,0,0.0
1948,1745,158,0,0.0
1672,1746,158,0,0.0
1588,1747,158,0,0.0
313,1748,158,1,0.0063291139240500005
1214,1749,158,0,0.0
1123,1750,158,0,0.0
1413,1751,158,0,0.0
338,1752,158,0,0.0
1295,1753,158,0,0.0
1158,1754,158,0,0.0
685,1755,158,0,0.0
187,1756,158,0,0.0
908,1757,158,0,0.0
435,1758,158,0,0.0
1876,1759,158,0,0.0
1725,1760,158,0,0.0
1414,1761,157,0,0.0
339,1762,157,0,0.0
1298,1763,154,1,0.006493506493506
1159,1764,154,0,0.0
687,1765,154,0,0.0
188,1766,154,0,0.0
909,1767,154,0,0.0
436,1768,154,0,0.0
1877,1769,154,0,0.0
1726,1770,154,0,0.0
98,1771,154,0,0.0
931,1772,154,0,0.0
508,1773,154,0,0.0
1995,1774,154,0,0.0
1610,1775,154,0,0.0
1485,1776,154,0,0.0
356,1777,154,0,0.0
1325,1778,154,2,0.012987012987012
1044,1779,154,0,0.0
764,1780,154,0,0.0
1773,1781,154,0,0.0
1572,1782,154,1,0.006493506493506
223,1783,149,0,0.0
1275,1784,149,0,0.0
1180,1785,149,0,0.0
675,1786,149,0,0.0
94,1787,149,0,0.0
815,1788,149,0,0.0
539,1789,149,0,0.0
1991,1790,149,0,0.0
652,1791,149,0,0.0
162,1792,149,0,0.0
916,1793,149,3,0.020134228187919
472,1794,149,2,0.013422818791946001
1858,1795,149,0,0.0
1649,1796,149,0,0.0
1475,1797,149,0,0.0
239,1798,149,2,0.013422818791946001
1225,1799,149,0,0.0
1104,1800,149,0,0.0
1299,1801,149,0,0.0
1181,1802,148,0,0.0
688,1803,143,0,0.0
189,1804,143,0,0.0
910,1805,143,0,0.0
442,1806,143,0,0.0
1878,1807,143,1,0.006993006993006001
1727,1808,143,0,0.0
1429,1809,143,0,0.0
352,1810,143,0,0.0
1825,1811,143,0,0.0
1693,1812,143,0,0.0
1524,1813,143,0,0.0
233,1814,143,0,0.0
1336,1815,143,0,0.0
1022,1816,143,0,0.0
641,1817,143,0,0.0
53,1818,143,0,0.0
980,1819,143,0,0.0
582,1820,143,0,0.0
398,1821,142,0,0.0
1390,1822,142,0,0.0
1054,1823,138,0,0.0
792,1824,138,1,0.007246376811594001
23,1825,138,0,0.0
897,1826,138,0,0.0
548,1827,138,0,0.0
1872,1828,138,0,0.0
1793,1829,138,0,0.0
1428,1830,138,1,0.007246376811594001
430,1831,138,1,0.007246376811594001
1947,1832,138,0,0.0
1683,1833,138,0,0.0
1518,1834,138,0,0.0
277,1835,138,0,0.0
1357,1836,138,0,0.0
1118,1837,138,0,0.0
794,1838,138,0,0.0
183,1839,138,0,0.0
959,1840,138,1,0.007246376811594001
718,1841,137,0,0.0
175,1842,137,0,0.0
858,1843,131,0,0.0
523,1844,131,0,0.0
1999,1845,131,1,0.0076335877862590005
1732,1846,131,0,0.0
1574,1847,131,0,0.0
275,1848,131,0,0.0
1398,1849,131,0,0.0
1141,1850,131,0,0.0
1567,1851,131,1,0.0076335877862590005
396,1852,131,0,0.0
1286,1853,131,0,0.0
1182,1854,131,0,0.0
662,1855,131,1,0.0076335877862590005
108,1856,131,0,0.0
948,1857,131,0,0.0
431,1858,131,1,0.0076335877862590005
1985,1859,131,0,0.0
1615,1860,131,0,0.0
1147,1861,131,0,0.0
684,1862,131,0,0.0
100,1863,123,0,0.0
903,1864,123,1,0.008130081300813
502,1865,123,0,0.0
1935,1866,123,0,0.0
1720,1867,123,0,0.0
1481,1868,123,0,0.0
328,1869,123,0,0.0
1354,1870,123,0,0.0
1634,1871,123,0,0.0
1543,1872,123,0,0.0
375,1873,123,1,0.008130081300813
1381,1874,123,0,0.0
1197,1875,123,0,0.0
783,1876,123,0,0.0
197,1877,123,0,0.0
849,1878,123,0,0.0
450,1879,123,0,0.0
1892,1880,123,0,0.0
479,1881,123,0,0.0
1960,1882,123,0,0.0
1636,1883,119,0,0.0
1492,1884,119,0,0.0
366,1885,119,0,0.0
1209,1886,119,0,0.0
1183,1887,119,0,0.0
716,1888,119,0,0.0
6,1889,119,0,0.0
883,1890,119,1,0.008403361344537001
1224,1891,119,0,0.0
1133,1892,119,0,0.0
698,1893,119,0,0.0
146,1894,119,0,0.0
825,1895,119,0,0.0
456,1896,119,0,0.0
1883,1897,119,0,0.0
1798,1898,119,0,0.0
1598,1899,119,0,0.0
323,1900,119,0,0.0
130,1901,119,0,0.0
965,1902,119,0,0.0
480,1903,114,2,0.017543859649122
1852,1904,114,0,0.0
1699,1905,114,0,0.0
1420,1906,113,0,0.0
353,1907,113,0,0.0
1246,1908,113,0,0.0
1077,1909,113,1,0.008849557522123
607,1910,113,0,0.0
318,1911,113,0,0.0
1255,1912,113,0,0.0
1103,1913,113,0,0.0
656,1914,113,0,0.0
135,1915,113,1,0.008849557522123
804,1916,113,0,0.0
528,1917,113,1,0.008849557522123
1837,1918,113,0,0.0
1667,1919,113,0,0.0
1449,1920,113,0,0.0
869,1921,112,0,0.0
491,1922,112,0,0.0
1978,1923,109,0,0.0
1776,1924,109,0,0.0
1487,1925,109,0,0.0
247,1926,109,0,0.0
1359,1927,109,1,0.009174311926605
1106,1928,109,0,0.0
726,1929,109,1,0.009174311926605
14,1930,109,0,0.0
1311,1931,109,0,0.0
1111,1932,109,0,0.0
761,1933,109,1,0.009174311926605
117,1934,109,2,0.018348623853211
886,1935,109,0,0.0
408,1936,109,0,0.0
1943,1937,109,0,0.0
1734,1938,109,0,0.0
1537,1939,109,0,0.0
273,1940,109,1,0.009174311926605
99,1941,109,0,0.0
932,1942,109,1,0.009174311926605
509,1943,105,0,0.0
1996,1944,105,0,0.0
1613,1945,105,1,0.009523809523809
1486,1946,105,0,0.0
358,1947,105,0,0.0
1326,1948,105,1,0.009523809523809
1055,1949,105,0,0.0
765,1950,105,1,0.009523809523809
218,1951,105,0,0.0
1307,1952,105,0,0.0
1115,1953,105,1,0.009523809523809
617,1954,105,0,0.0
102,1955,105,0,0.0
992,1956,105,0,0.0
599,1957,105,0,0.0
1857,1958,105,0,0.0
1783,1959,105,0,0.0
1409,1960,105,0,0.0
1635,1961,105,1,0.009523809523809
1544,1962,105,0,0.0
376,1963,104,0,0.0
1382,1964,104,1,0.009615384615384
1198,1965,104,0,0.0
784,1966,104,0,0.0
198,1967,104,1,0.009615384615384
850,1968,104,0,0.0
451,1969,104,1,0.009615384615384
1893,1970,104,0,0.0
686,1971,104,0,0.0
101,1972,104,0,0.0
904,1973,104,0,0.0
503,1974,104,0,0.0
1937,1975,104,0,0.0
1721,1976,104,0,0.0
1482,1977,104,0,0.0
329,1978,104,0,0.0
1355,1979,104,0,0.0
1176,1980,104,0,0.0
515,1981,104,1,0.009615384615384
1914,1982,104,0,0.0
1765,1983,13,0,0.0
1438,1984,12,0,0.0
304,1985,12,0,0.0
1261,1986,12,0,0.0
1189,1987,12,0,0.0
623,1988,12,0,0.0
141,1989,12,0,0.0
836,1990,12,2,0.16666666666666602
1107,1991,12,0,0.0
727,1992,12,0,0.0
15,1993,11,1,0.09090909090909001
870,1994,11,2,0.18181818181818102
492,1995,11,0,0.0
1979,1996,11,0,0.0
1777,1997,9,0,0.0
1488,1998,9,0,0.0
248,1999,9,3,0.33333333333333304
1360,2000,9,5,0.555555555555555
